name~email~password~password_confirmation~admin~event~venue~press~vendor~activated~activated_at~zip~address~tdescription_list~tlocation_list~describe
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"CAT BarCamp"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" barcamp CAT free social unconference  "~" 1930 SW 4th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
